titre,date,extrait
HCP: le sous-emploi en hausse au Maroc,2020-08-07,"Le volume des actifs occupés en situation de sous-emploi a augmenté de 365.000 personnes à 1.359.000 au deuxième trimestre de 2020, selon le Haut-Commissariat au Plan (HCP)."
Bombardier affiche une perte de 223 millions de dollars US,2020-08-07,Le constructeur canadien Bombardier a annoncé une perte nette de 223 millions $ US au deuxième trimestre de l’année en cours ainsi qu’une baisse de 37% de son chiffre d’affaires en raison des perturbations liés à la pandémie de Covid-19.
Échanges extérieurs: ce qu’il faut retenir du dernier bulletin de l’Office des changes,2020-08-06,Voici les principaux points du bulletin de l’Office des changes sur les indicateurs des échanges extérieurs à fin juin 2020:
Maroc: allègement du déficit commercial au 1er semestre 2020,2020-08-06,"Le déficit commercial du Maroc s’est allégé de 16,2% à plus de 85,58 milliards de dirhams (MMDH) au cours des six premiers mois de 2020, selon l’Office des changes."
Entreprises d’assurances: hausse du résultat net,2020-08-06,"Le résultat net des entreprises d’assurances s’est établi à 3,7 milliards de dirhams (MMDH) au cours de l’année écoulée, en hausse de 6,2% par rapport à 2018, selon Bank Al-Maghrib (BAM)."
Stabilité financière: pas d’inquiétudes particulières malgré le Covid-19 (BAM),2020-08-06,"La stabilité du système financier national ne suscite aucune inquiétudes particulières, malgré ce contexte de crise sanitaire liée à la pandémie du nouveau coronavirus (Covid-19), indique un rapport de Bank Al-Maghrib (BAM)."
Maroc Telecom renouvelle sa certification IIA,2020-08-06,"Maroc Telecom annonce avoir renouvelé sa certification IIA (Institute of Internal Auditors) pour ses activités d’audit interne, décernée par le Comité de certification IFACI (Institut Français de l’Audit et du Contrôle Interne)."
Maroc: baisse du flux des IDE à fin juin 2020,2020-08-06,"Le flux net des Investissements directs étrangers (IDE) au Maroc s’établi à près de 8,34 milliards de dirhams (MMDH) à fin juin 2020, en baisse de 7,2% par rapport à la même période un an auparavant, selon l’Office des changes."
Assurances: le montant des primes émises en baisse,2020-08-06,"Le montant des primes émises s’est établi à 21 milliards de dirhams (MMDH) à fin mai 2020, en baisse de 2,8% par rapport à la même période un an auparavant, selon un rapport de Bank Al-Maghrib (BAM)."
Cours de change: les devises étrangères contre le dirham marocain,2020-08-06,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de jeudi 06 août 2020:
"Facebook lance Reels sur Instagram, rival de TikTok",2020-08-05,"La plateforme Instagram, propriété du géant du web Facebook, a lancé mercredi « Reels », sa propre fonctionnalité de partage de vidéos pour rivaliser avec la populaire application chinoise TikTok, menacée d’une éventuelle interdiction aux Etats-Unis. Reels entre en service alors que TikTok est sous la pression du président américain Donald Trump qui menace de la bannir aux Etats-Unis s’il ne cède pas ses activités à Microsoft ou une autre entreprise d’ici le 15 septembre. Dans un nouvel épisode de la vive tension entre Washington et Pékin, l’application chinoise à succès a fait l’objet d’un examen minutieux en raison des craintes que le gouvernement chinois puisse accéder aux vastes quantités de données des utilisateurs américains."
Change: les devises étrangères contre le dirham marocain,2020-08-05,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de mercredi 05 août 2020:
Retraite: près de 49 MMDH de cotisations collectées en 2019,2020-08-05,"Les cotisations collectées par les régimes de retraite se sont élevées à 48,9 milliards de dirhams (MMDH) en 2019, soit 4,2% du PIB, selon Bank Al-Maghrib (BAM)."
BAM: les IDME ont frôlé les 11 MMDH en 2019,2020-08-04,"Le flux des investissements directs des marocains à l’étranger (IDME) est passé de 3,8 milliards de dirhams (MMDH) en 2009 à plus de 10,9 MMDH en 2019, selon Bank Al-Maghrib (BAM)."
"Lydec: le CA recule de 5,9% à fin juin 2020",2020-08-04,"Le chiffre d’affaires (CA) de Lydec, en charge notamment de la distribution de l’eau et de l’électricité dans le Grand Casablanca, a reculé de 5,9% à 3,38 milliards de dirhams (MMDH) à fin juin 2020."
Cours de change: les devises étrangères contre le Dirham marocain,2020-08-04,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de mardi 04 août 2020:
Chèques: le nombre d’incidents de paiement en hausse,2020-08-03,"Le nombre d’incidents de paiement sur chèques a augmenté de 2,2% à 470.515 incidents en 2019, représentant un montant de 13,8 milliards de dirhams (MMDH), selon Bank Al-Maghrib (BAM)."
Avoirs à l’étranger: le délai des déclarations prorogé,2020-08-03,"Le délai maximum fixé pour la souscription et le paiement de la contribution libératoire relative à l’opération de régularisation spontanée (ORS) au titre des avoirs et liquidités détenus à l’étranger a été prorogé jusqu’au 31 décembre prochain au lieu du 31 octobre 2020, prévu initialement, annonce l’Office des changes."
BAM: le nombre de billets de banque produit en 2019,2020-08-03,"Un total de 484 millions de billets de banque marocains a été produit durant l’année écoulée, soit une légère baisse par rapport à 2018, selon Bank Al-Maghrib (BAM)."
Maroc: le nombre de faux billets en hausse,2020-08-03,"Le nombre de faux billets a augmenté de 6% à 9.575 billets en 2019, d’une valeur de 1,5 million de dirhams (MDH), selon Bank Al-Maghrib (BAM)."
Change: les devises étrangères contre le Dirham marocain,2020-08-03,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de lundi 03 août 2020:
Les indicateurs hebdomadaires de BAM en 9 points clés,2020-08-01,Voici les neuf points-clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) de la période allant du 23 au 29 juillet 2020:
Change: le dirham se déprécie face à l’euro,2020-08-01,"Le dirham s’est déprécié de 0,41% par rapport à l’euro et s’est apprécié de 1,02% vis-à-vis du dollar au cours de la période allant du 23 au 29 juillet, indique Bank Al-Maghrib (BAM)."
Aid al Adha 1441 : les recommandations de l’ONSSA,2020-07-31,"L’opération d’identification des ovins et caprins, destinés pour Aid Al Adha 1441, lancée le 22 avril 2020 avec l’appui du ministère de l’Agriculture, de la Pêche Maritime, du Développement Rural et des Eaux et Forêts, s’est achevée le 15 juillet 2020 avec l’identification de plus de 8,2 millions de têtes ovines et caprines."
Change: le dirham se déprécie face au dollar en 2019,2020-07-30,"La monnaie nationale a enregistré une dépréciation de 2,4% par rapport au dollar américain en 2019, recouvrant un effet marché haussier de 0,8% et un effet panier baissier de 3,2%, suite à la dépréciation de l’euro de 5,2% vis-à-vis du dollar, selon Bank Al-Maghrib (BAM)."
Maroc: le déficit commercial continue de s’aggraver,2020-07-30,"Le déficit commercial a enregistré en 2019 une aggravation de 3,2 milliards de dirhams (MMDH) à 209,2 MMDH, indique Bank Al-Maghrib (BAM)."
Attijariwafa bank lance les AfricaDev Sessions,2020-07-29,"Le Club Afrique Développement du groupe Attijariwafa bank lance les AfricaDev Sessions, un cycle d’émissions de débat en ligne à destination de ses membres, des institutionnels et partenaires du Groupe sur le continent africain."
Devises vs Dirham: les cours de change de ce mercredi 29 juillet,2020-07-29,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de mercredi 29 juillet 2020:
Maroc: les entreprises appréhendent un reconfinement,2020-07-29,"Une proportion de 71% des entreprises appréhende un retour au confinement imposé par la crise sanitaire liée à la pandémie du nouveau coronavirus (covid-19), selon le Haut-Commissariat au Plan (HCP)."
BAM: le besoin de liquidité des banques s’accentue en 2019,2020-07-28,"Le besoin de liquidité en dirhams des banques s’est accentué en 2019 pour la deuxième année consécutive, tandis que les crédits ont augmenté de 4,5% et les dépôts de 2,9%, selon Bank Al-Maghrib (BAM)."
Maroc: la dette bancaire des ménages frôle les 360 MMDH,2020-07-28,"L’encours de la dette bancaire des ménages s’est établi à 358,6 milliards de dirhams (MMDH) en 2019, marquant une hausse de 5,1% par rapport à 2018, selon Bank Al-Maghrib (BAM)."
Devises vs Dirham: les cours de change de ce mardi 28 juillet,2020-07-28,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de mardi 28 juillet 2020:
Maroc: l’activité monétique fortement impactée par la crise du Covid-19 (CMI),2020-07-27,"L’activité monétique marocaine a été « fortement » impactée par les conséquences de la crise sanitaire liée à la pandémie du nouveau coronavirus (Covid-19) qui s’est déclenchée à la mi-mars 2020, selon le Centre monétique interbancaire (CMI)."
E-paiement: 6 millions d’opérations en 2020,2020-07-27,"Les sites marchands et sites des facturiers affiliés au Centre monétique interbancaire (CMI) ont réalisé 6 millions d’opérations de paiement en ligne via cartes bancaires, marocaines et étrangères, pour un montant global de 2,9 milliards de dirhams (MMDH) durant le 1er semestre 2020."
Devises vs Dirham: les cours de change de ce lundi 27 juillet,2020-07-27,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de lundi 27 juillet 2020:
Les indicateurs hebdomadaires de BAM en 5 points clés,2020-07-26,Voici les cinq points-clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) pour la période allant du 16 au 22 juillet 2020:
Le cadeau du Morocco Mall à ses locataires,2020-07-26,"Au vu de la fermeture de l’ensemble du Morocco Mall du 19 mars au 25 juin, à l’exception des commerces essentiels (l’hypermarché, pharmacie, banques), le Morocco Mall a procédé à la suspension des loyers des locaux commerciaux pendant tout le temps de cette fermeture. En effet,  le Morocco Mall a octroyé 3 mois de gratuités / de franchise à ses tenants qui se sont trouvés avec un arrêt de leurs activités commerciales, annonce le groupe dans un communiqué parvenu à Le Site info."
Marrakech : des vacances en toute sécurité avec « Rotana Safe Space »,2020-07-26,"L’emblématique Palmeraie Rotana Resort de Marrakech, en gestion depuis le 4 mars 2020 par la société internationale Rotana dont le siège social est aux Émirats Arabes Unis, promet aux clients la tranquillité d’esprit de l’enregistrement au départ avec le lancement de son nouveau programme de santé et de sécurité « Rotana Safe Space ». Palmeraie Rotana Resort a établi plusieurs mesures et protocoles adaptés à l’ensemble de ses établissements, en collaboration avec les autorités locales, comprenant le dépistage et la formation de son personnel, afin de garantir des conditions de séjour optimales ainsi que des offres exceptionnelles pour ses hôtes."
Secteur de l’eau: les Américains intéressés par le Maroc,2020-07-25,"L’ambassadeur des États-Unis au Maroc a invité 90 entreprises américaines à investir dans le secteur de l’eau au Maroc. Les opportunités d’investissement dans le secteur, dans le cadre du Programme national 2020-2027 sur l’approvisionnement en eau potable et d’irrigation, ont été présentées lors d’un webinaire. "
Entreprises/Délais de paiement: l’impact du Covid-19 se fait ressentir (CGEM),2020-07-25,"Le délai moyen de paiement supplémentaire, tous secteurs confondus, a augmenté de 52 jours, ressort-il d’une enquête de la Confédération générale des entreprises au Maroc (CGEM)."
Les promoteurs immobiliers peuvent souffler… un peu !,2020-07-25,"La note du ministère de l’Économie, des finances et de la réforme de l’administration, diffusée mercredi, est immédiatement entrée en application pour soulager les professionnels du secteur de l’immobilier, fortement impactés par la crise. "
Prix des carburants : les délibérations sont « toujours en cours »,2020-07-25,Le Conseil de la Concurrence a indiqué samedi que ses délibérations sont toujours en cours concernant l’existence d’éventuelles pratiques restrictives à la concurrence libre et loyale dans le marché des carburants liquides.
La RAM renforce de nouveau son programme de vols domestiques,2020-07-25,"La compagnie nationale aérienne Royal Air Maroc (RAM) a annoncé le renforcement, à partir de dimanche, de son programme de vols domestiques avec notamment le rétablissement de la ligne Casablanca-Nador à raison de deux fréquences par semaine et de dix par semaine sur la ligne Casablanca-Dakhla, avec un réseau domestique totalisant désormais 13 liaisons et 56 fréquences par semaine."
Entreprises & Covid-19: les résultats de la 2ème enquête de la CGEM,2020-07-24,"La Confédération générale des entreprises au Maroc (CGEM) a annoncé, ce vendredi soir, la publication des résultats de la 2ème édition de l’enquête de son Baromètre des impacts de la pandémie du nouveau coronavirus (Covid-19) sur les entreprises marocaines."
La Chambre de Commerce Suisse au Maroc a un nouveau président,2020-07-24,La Chambre de Commerce Suisse au Maroc (CCSM) a annoncé récemment la désignation de Christophe De Figueiredo en tant que nouveau président.
Maroc PME: 152 projets d’investissement soutenus en 2019,2020-07-24,"Le nombre de projets d’investissement soutenus par l’Agence nationale pour la promotion de la petite et moyenne entreprise (Maroc PME) a atteint 152 au cours de l’année écoulée, en hausse de 58% par rapport à 2018."
Maroc: le nombre d’auto-entrepreneurs inscrits à fin juin 2020,2020-07-24,"Le nombre des auto-entrepreneurs inscrits au registre national a atteint 233.656 personnes à fin juin 2020, selon l’Agence nationale pour la promotion de la petite et moyenne entreprise (Maroc PME)."
Post-Covid: un économiste propose trois pistes pour relancer l’économie marocaine,2020-07-24,"L’urgence de la relance économique et l’impératif de construire un « État social » requièrent la mobilisation d’une quantité importante de fonds, ce qui plaide pour le recours à de nouveaux circuits de financement de l’économie, estime l’économiste Yasser Tamsamani."
Le premier numéro du magazine ALLFBLADNA désormais disponible,2020-07-24,"Cet été, ALL Accor Live Limitless vous invite à vivre le Maroc comme jamais. Le compagnon lifestyle du quotidien, qui réunit tous les avantages des marques Accor, a conçu #ALLFBLADNA, un magazine qui propose au fil de ses pages un programme exclusif pour vivre le Maroc autrement."
"« Ana Lmaghrib w3ndi Ti9a Frassi », la nouvelle opération citoyenne de Hit Radio",2020-07-24,"ANA LMAGHRIB_W3NDI TI9A FRASSI est une opération citoyenne initiée par le groupe Hit Radio dont l’enjeu est de redynamiser la confiance des marocains dans leur pays, marqué par la crise du Covid-19."
BAD: plus d’un milliard de dollars d’investissements au Maroc en 8 mois,2020-07-24,"Les investissements de la Banque africaine de développement (BAD) au Maroc, premier client de l’institution financière, ont atteint plus de 1,1 milliard de dollars (Md$) durant les 8 derniers mois, selon la représentante résidente dans le Royaume, Leila Farah Mokaddem."
Devises vs Dirham: les cours de change de ce vendredi 24 juillet,2020-07-24,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée de vendredi 24 juillet 2020:
"Selon Benchaâboun, l’économie marocaine subira trois chocs",2020-07-23,"L’économie nationale va subir trois chocs engendrés par la forte déflation de l’économie mondiale, les mesures préventives contre le Covid-19 et la succession de deux années de sécheresse, a assuré, ce jeudi à Rabat, le ministre de l’Economie, des Finances et de la Réforme de l’administration, Mohammed Benchaâboun."
Devises vs Dirham: les cours de change de ce jeudi 23 juillet,2020-07-23,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du jeudi 23 juillet 2020:
Impact du covid-19: les indépendants/employeurs affichent leur optimisme (Enquête),2020-07-23,"Une proportion de 24% d’indépendants/employeurs prévoit une forte production de biens et services, 18,5% une stagnation et 21,4% une diminution au cours des trois prochains mois, selon le Haut-Commissariat au Plan (HCP)."
Maroc: le salaire moyen a baissé de moitié durant le confinement (HCP),2020-07-22,"Le revenu mensuel moyen des actifs occupés a baissé de moitié durant la période du confinement imposé par la crise sanitaire liée à la pandémie du nouveau coronavirus (Covid-19), selon le Haut-Commissariat au Plan (HCP)."
"Anfa Realties lance Beachfront, un nouveau projet immobilier à Dar Bouazza",2020-07-22,"Anfa Realties, réputé pour ses programmes d’envergure dans l’immobilier haut standing, poursuit son développement sur Dar Bouazza en lançant un nouveau projet inédit de villas idéalement situées en front de mer."
Maroc: le déficit budgétaire au premier semestre 2020,2020-07-22,"La situation des charges et ressources du Trésor (SCRT) fait ressortir un déficit budgétaire de 29,1 milliards de dirhams (MMDH) à fin juin 2020, contre 17,6 MMDH une année auparavant, selon le ministère de l’Economie, des finances et de la réforme de l’administration."
Devises vs Dirham: les cours de change de ce mercredi 22 juillet,2020-07-22,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du mercredi 22 juillet 2020:
Post Covid-19: inwi lance « Yalla ! » pour un Maroc plus prospère,2020-07-21,"Depuis son lancement, inwi participe activement à l’inclusion numérique du royaume. Un accompagnement qui a trouvé tout son sens lors du contexte particulier de la crise sanitaire à travers plusieurs actions sociales et solidaires qui ont été déployées depuis le début de la crise."
"Soutenue par inwi, « Maroc Web Awards » signe une édition exceptionnelle 100% digitale",2020-07-21,"La 13ème édition des « Maroc Web Awards », qui connecte et prime chaque année les meilleurs créateurs digitaux marocains, s’est tenue ce samedi 11 juillet. Une cérémonie, en live, 100% digitale, qui a été suivi par plus de 200.000 personnes."
"Mehdi Alami, nouveau directeur général de Coca-Cola Maroc",2020-07-21,"The Coca-Cola Export Corporation a annoncé la nomination de Mehdi Alami en tant que nouveau directeur général de la franchise au Maroc du leader mondial des boissons. Effective depuis mars 2020, la nomination de M. Alami traduit la volonté de la Compagnie de promouvoir ses talents marocains en vue d’accompagner le développement de ses activités au royaume."
PLF 2021: une réunion aura lieu mercredi,2020-07-21,"Les deux commissions des finances à la Chambre des représentants et à la Chambre des conseillers tiendront, mercredi, une réunion consacrée à la présentation du cadre général d’élaboration du projet de loi de finances 2021 par le ministre de l’Économie, des finances et de la réforme de l’administration."
Devises vs Dirham: les cours de change de ce mardi 21 juillet,2020-07-21,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du mardi 21 juillet 2020:
Maroc: adoption définitive du projet de loi de Finances rectificative,2020-07-20,"La Chambre des représentants a adopté à la majorité, en deuxième lecture, le projet de loi de finances rectificative (PLFR) n°35.20 au titre de l’exercice 2020, lors d’une séance plénière tenue ce lundi."
La Bourse de Casablanca clôture en légère baisse,2020-07-20,"La Bourse de Casablanca a clôturé la séance de lundi, en léger repli tirée vers le bas par les valeurs de distribution et les sociétés de portefeuille."
Vols domestiques : nouvelle annonce de la RAM,2020-07-20,"Royal Air Maroc (RAM) a annoncé l’augmentation, à partir de lundi, des fréquences sur ses vols domestiques avec notamment neuf par semaine sur la ligne Casablanca-Dakhla et un réseau domestique comptant 12 liaisons et 45 fréquences par semaine."
Conférence : l’impact du confinement sur la santé des enfants (Fondation Attijariwafa bank),2020-07-20,"Dans le cadre de son cycle « Échanger pour mieux comprendre » spécial Covid-19, la Fondation Attijariwafa bank a diffusé ce jeudi 16 juillet 2020 sur la chaîne Youtube d’Attijariwafa bank, sa sixième conférence digitale sous le thème : « Du confinement au déconfinement : quels impacts sur la relation parents/enfants ? ». "
BBI Madrid-Banque d’Espagne : les explications de BANK OF AFRICA,2020-07-20,"Le Conseil d’Administration de BMCE BANK INTERNACIONAL – BBI Madrid – Filiale espagnole de BANK OF AFRICA BMCE Group, a révoqué en juillet 2018 M. Radi HAMUDEH, ancien Directeur Général, suite à des manquements et irrégularités qu’il a commis, notamment relatifs à sa propre rémunération, et dissimulés au Conseil d’Administration de BBI Madrid. "
Vols spéciaux Air Arabia Maroc: le programme,2020-07-20,"Air Arabia Maroc, leader du transport aérien à bas coût dans la région, a annoncé, lundi, avoir lancé, le 19 juillet 2020, un programme de vols spéciaux entre Paris et Agadir."
IAM améliore ses performances au premier semestre de 2020,2020-07-20,"Les parcs du Groupe Maroc Telecom ont atteint 68,4 millions de client au premier semestre de 2020, en augmentation de 9,1% par rapport à la même période un an auparavant."
Maroc Telecom améliore son chiffre d’affaires en 2020,2020-07-20,"Le Groupe Maroc Telecom a réalisé un chiffre d’affaires (CA) de plus de 18,3 milliards de dirhams (MMDH) durant le premier semestre de 2020, en croissance de 2,7% (stable à base comparable)."
L’essentiel des indicateurs hebdomadaires de Bank Al-Maghrib,2020-07-18,Voici l’essentiel des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) pour la période allant du 09 au 15 juillet 2020:
Dislog: Comment le e-commerce booste les capacités logistiques ,2020-07-18,"Le groupe Dislog ambitionne à terme de porter ses capacités de stockage à 150.000 m² à la fin de l’année 2021. Pour se faire, dans le cadre de sa stratégie de développement et dans la perspective du renforcement de ces activités, le Groupe Dislog fondé et présidé par Moncef Belkhayat, annonce une nouvelle étape de croissance. En effet, Le groupe H&S Invest, maison mère du groupe Dislog, a injecté un montant de 72 MDH dans sa filiale Building Logistics."
PLFR 2020: les 10 amendements de la CGEM,2020-07-17,"La Confédération générale des entreprises du Maroc (CGEM) a présenté, lors d’une visioconférence vendredi, ses 10 amendements au PLFR 2020 portés par les représentants de la confédération au niveau de la Chambre des conseillers."
Devises vs Dirham: les cours de change de ce vendredi 17 juillet,2020-07-17,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du vendredi 17 juillet 2020:
Casablanca : reportage dans l’usine du groupe Renault (VIDEO),2020-07-16,"La marque «Global Access» du Groupe Renault souffle ses 15 bougies au Maroc. Une saga marquée par un leadership sur le plan commercial et un autre à l’échelon économique, l’industrie automobile étant depuis 2014 le premier secteur exportateur et la première source de devises pour le royaume."
Al Omrane – IRESEN : les détails de la nouvelle convention,2020-07-16,"Rabat, jeudi 16 juillet 2020 : Le siège du Groupe Al Omrane abrite ce jour la cérémonie de signature d’une convention spécifique entre Al Omrane et l’IRESEN portant sur le développement de logement social, durable et abordable, à haute efficacité énergétique."
"DACIA, une véritable success story au Maroc",2020-07-16,"Depuis 2005, Dacia s’est métamorphosé et a bouleversé l’automobile. Retour sur 15 ans d’une véritable success story, de la reprise par Renault à la première Dacia lancée et fabriquée au Maroc au show-car Spring 100% électrique."
Comment Attijariwafa bank Europe se mobilise depuis le début de la crise,2020-07-16,"Casablanca, le 15 juillet 2020 – Attijariwafa bank Europe propose à ses clients particuliers en France, une large gamme de prêts à la consommation pour les aider à réaliser leurs projets : prêt personnel, prêt travaux, prêt automobile et crédit renouvelable Nejma."
Devises vs Dirham: les cours de change de ce jeudi 16 juillet,2020-07-16,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du jeudi 16 juillet 2020:
OPPO lance le système de chargeur Flash Charge de 125W,2020-07-15,"OPPO lance le système de chargeur Flash Charge de 125W, le système de chargeur Flash Charge sans fil AirVOOC de 65W, ainsi qu’un tout nouveau mini chargeur SuperVOOC de50W"
La Bourse de Casablanca clôture en bonne mine,2020-07-15,"La Bourse de Casablanca a clôturé ses échanges, ce mercredi, en hausse, portée notamment par la bonne tenue des secteurs « Telecommunications » et « Chimie »."
"AssurH24, le premier site d’assurance voiture et voyage 100% digital",2020-07-15,"Dans une société en pleine mutation digitale, le courtier en assurances BeassurMarsh et le groupe Geomedia sont heureux d’annoncer le lancement d’AssurH24, le premier site de souscription d’assurance en ligne."
Mise au point : voici les vrais tarifs de la RAM (vols spéciaux),2020-07-15,"COMMUNIQUÉ. Afin de lever toute confusion et mettre fin aux informations dénuées de tout fondement sur les prix de ses vols, Royal Air Maroc met en place des tarifs fixes aux vols spéciaux lancés à partir de ce mercredi 15 août 2020. Ces prix fixes concernent les vols programmés dans le cadre de l’opération spéciale liée à l’état d’urgence sanitaire au Maroc."
Coronavirus: la CGEM lance un appel aux entreprises,2020-07-15,La Confédération générale des entreprises du Maroc (CGEM) a appelé toutes les entreprises à redoubler de vigilance en renforçant les dispositifs sanitaires et préventifs mis en place sur les lieux de travail et au niveau des transports du personnel et en veillant à l’application « rigoureuse » par leurs salariés des règles d’hygiène et de distanciation.
Durcissement à Tanger : ce qui va changer pour les entreprises,2020-07-15,"Suite à l’annonce du durcissement des restrictions sanitaires dans la ville de Tanger, le président de la CGEM-Nord explique ce qui va changer pour les entreprises de cette zone géographique."
Devises vs Dirham: les cours de change de ce mercredi 15 juillet,2020-07-15,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du mercredi 15 juillet 2020:
La Chambre des représentants adopte le projet de loi de finances rectificative 2020,2020-07-14,"La Chambre des représentants a adopté à la majorité le projet de loi de finances rectificative (PLFR) n°35.20 pour l’exercice 2020, lors d’une séance plénière tenue lundi soir."
Baisse des investissements étrangers au Maroc,2020-07-13,"Le flux net des Investissements directs étrangers (IDE) au Maroc a atteint plus de 7,23 milliards de dirhams (MMDH) à fin mai 2020, en baisse de 15,9% par rapport à la même période un an auparavant, selon l’Office des changes."
Financements extérieurs: le Maroc dépasserait le plafond fixé par la LF-2020,2020-07-13,"Le Maroc devrait faire recours aux emprunts extérieurs supplémentaires dépassant le plafond des financements extérieurs fixé par la loi des finances 2020 à 31 milliards de dirhams (MMDH), estime le Haut-Commissariat au Plan (HCP)."
Maroc Web Awards : Et les lauréats 2020 sont…,2020-07-13,"La 13ème édition des « Maroc Web Awards », qui connecte et prime chaque année les meilleurs créateurs digitaux marocains, s’est tenue ce samedi11 juillet. Une cérémonie, en live, 100% digitale, qui a été suivi par plus de 200.000 personnes."
L’ANCFCC a tenu son Conseil d’Administration,2020-07-13,"Au cours de ce Conseil, Karim TAJMOUATI, Directeur Général de l’ANCFCC, a présenté les différents points inscrits à l’ordre du jour. Cette présentation a porté sur les comptes de l’Agence au titre de l’exercice 2019, sur les projets structurants en cours et, sur les principales réalisations métiers qui ont été marquées par de nouvelles évolutions significatives : + 25% pour l’enrôlement des réquisitions d’immatriculation foncière ; + 18% pour l’établissement des titres fonciers issus de l’immatriculation foncière ; + 24% pour l’établissement des titres fonciers dans le monde rural ; 1 048 546 Ha de superficies immatriculés."
Devises vs Dirham: les cours de change de ce lundi 13 juillet,2020-07-13,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du lundi 13 juillet 2020:
Bourse: ce qu’il faut retenir du dernier rapport de l’AMMC,2020-07-11,Voici l’essentiel du rapport de l’Autorité marocaine du marché des capitaux (AMMC) sur l’investissement étranger et instruments financiers au titre de l’année 2019:
PanierFrais.ma: la nouvelle plateforme en ligne de fruits et légumes,2020-07-11,PanierFrais est une plateforme e-commerce de mise en relation entre agriculteurs marocains et habitants de Casablanca. www.panierfrais.ma propose la livraison de fruits et légumes frais à domicile en moins de 24h à partir de 99 DHS.
La loi de finances rectificative expliquée par un fiscaliste,2020-07-11,"Le Maroc se dirige vers l’adoption d’une loi de finances rectificative (LFR) pour l’année 2020 en vue de réviser les différentes projections et de mettre en place une batterie de mesures à même de relancer l’économie, après l’arrêt brutal causé par la crise sanitaire liée à la pandémie du nouveau coronavirus (Covid-19)."
Les derniers indicateurs de BAM en 5 points clés,2020-07-11,Voici les cinq points clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) pour la période allant du 02 au 08 juillet 2020:
Marché des changes: le dirham quasi-stable face à l’euro,2020-07-11,"Le dirham est resté quasi-stable par rapport à l’euro et s’est apprécié de 0,76% vis-à-vis du dollar, au cours de la période allant du 02 au 08 juillet, indique Bank Al-Maghrib (BAM)."
Données personnelles: mise en place des programmes DATA-TIKA (CNDP),2020-07-10,"La digitalisation est, depuis plusieurs années, et en particulier depuis la crise du COVID19, un enjeu stratégique indiscutable."
Devises vs Dirham: les cours de change de ce vendredi 10 juillet,2020-07-10,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du vendredi 10 juillet 2020:
Double consécration pour le groupe Attijariwafa bank,2020-07-09,"C’est une double consécration pour Attijariwafa bank Maroc et sa filiale banque offshore Attijari International Bank (AIB) qui viennent d’obtenir le prestigieux prix STP AWARD 2019 de Commerzbank AG. En effet, Attijariwafa bank et Attijari International Bank, banque offshore, ont été primées pour la qualité de leurs prestations dans la livraison des paiements commerciaux et des transferts financiers internationaux. "
Devises vs Dirham: les cours de change de ce jeudi 9 juillet,2020-07-09,Voici les cours des billets de banque étrangers établis par Bank Al-Maghrib pour la journée du jeudi 09 juillet 2020:
Banque Populaire: lancement de l’ouverture de compte en ligne pour les MRE,2020-07-08,"Œuvrant pour une plus grande proximité avec ses clients où qu’ils soient, la Banque Populaire permet désormais aux Marocains du Monde de procéder à l’ouverture de leur compte en ligne, sans se déplacer dans une agence Chaabi Bank ou un bureau de représentation. Une première au Maroc. "
Les grandes lignes du projet de loi de finances rectificative 2020,2020-07-08,"Voici les principales mesures proposées par le projet de loi de finances rectificative (PLFR) pour l’année 2020 et citées par la note de présentation de ce projet qui a été diffusée sur le site du ministère de l’Economie, des finances et de la réforme de l’administration:"
Crise du Covid-19: baisse de 70% du taux des crédits Fogarim,2020-07-07,"Le taux des crédits de Fogarim a accusé une baisse de 70% durant la période de l’état d’urgence sanitaire par rapport à la même période de l’an dernier, a indiqué ce mardi à Rabat la ministre de l’Aménagement du territoire national, de l’urbanisme, de l’habitat et de la politique de la ville, Nouzha Bouchareb."
