titre,date,extrait
Renault célèbre le 50ème anniversaire de Renault 5 au salon rétromobile,2022-03-16,"En 2022, Renault 5 fête son 50e anniversaire. Un âge honorable et pourtant Renault 5 est plus que  jamais dans le coup avec sa renaissance prochaine, prévue en 2024. Véritable symbole de la pop  culture, elle a été vendue à plus de 5,5 millions d’exemplaires dans plusieurs pays. Pour un  anniversaire exceptionnel, il fallait des célébrations ambitieuses. La marque va donc de façon  régulière proposer de nombreux rendez-vous tout au long de l’année avec évènements,  happening et opérations sur les réseaux sociaux. "
Kia Maroc présente le nouveau Carnival 2022,2022-03-16,"Kia Maroc vient de dévoiler officiellement le Carnival dans sa nouvelle version 2022, l’un des véhicules les plus populaires de  son segment, arborant un nouveau look, de nouvelles fonctionnalités et des aménagements plus luxueux. Kia Maroc positionne  le tout nouveau Carnival comme un monospace futuriste, infiniment évolutif et fonctionnel, pour les conducteurs en quête  d’espace mais aussi de conduite sportive et dynamique. Avec une apparence plus robuste, le coréen se démarque des autres  monospaces de son segment par son design de SUV, sa panoplie d’équipements hi-tech et son habitacle premium et moderne.  Le Kia Carnival arrivera dans les concessions marocaines dès le mois de mars et sera proposé en deux versions (Active+ et  Exécutive+) à un prix de départ de 399500 dhs. "
La Bourse de Casablanca débute ce mercredi en hausse,2022-03-16,"La Bourse de Casablanca évoluait en légère hausse, mercredi matin, son indice principal, le Masi, prenant 0,24%, à 12.735,13 points (pts)."
Devises vs Dirham: les cours de change de ce mercredi 16 mars,2022-03-16,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mercredi 16 mars 2022 :
Ciment: les livraisons en hausse à fin février 2022,2022-03-15,"Les livraisons de ciment ont atteint près de 2,23 millions de tonnes (MT) à fin février 2022, en hausse de 5,81% par rapport à la même période de 2021, selon les chiffres de l’Association professionnelle des cimentiers (APC)."
Maroc: hausse des charges de compensation à fin février 2022,2022-03-15,"Les charges de la compensation ont augmenté de 2,4 milliards de dirhams (MMDH) à fin février 2022, indique le ministère de l’économie et des finances."
L’ONMT et Tripadvisor s’attaquent aux marchés US et israélien,2022-03-15,"Le partenariat ONMT-Tripadvisor signé ce mardi, au siège de l’ONMT entre Adel El Fakir et Justin Reid, Director of destination marketing, Travel and Media, Europe, Middle East and Africa de Tripadvisor, a pour objectif de replacer les parts de marché du Maroc parmi les destinations méditerranéennes les plus recommandées sur Tripadvisor, qui est la plus grande plateforme de recommandation de voyage dans le monde. Celle-ci générait d’ailleurs plus d’un demi-million de visiteurs vers le Maroc en période de pré-pandémie."
Clôture: la Bourse de Casablanca termine dans le vert,2022-03-15,"La Bourse de Casablanca a clôturé, pour la troisième séance consécutive, dans le vert, ce mardi, son indice principal, le Masi prenant 0,36%, à 12.704,72 points (pts)."
L’Institut Groupe CDG et le think-tank (Re)sources signent une convention de partenariat,2022-03-15,"Ce partenariat est fondé sur le principe de complémentarité entre les deux entités : d’une part, l’expertise de  (Re)sources sur les problématiques d’accès aux services essentiels (eau, assainissement, électricité, gestion  des déchets, mobilité, nouvelles technologies…) au service d’un urbanisme durable et du bien-être, et d’autre  part, les ambitions et la détermination du Groupe CDG à accompagner davantage les collectivités territoriales  en mettant à leur disposition son expertise et on savoir-faire reconnus. "
La Bourse de Casablanca ouvre dans le vert ce mardi,2022-03-15,"La Bourse de Casablanca a ouvert dans le vert mardi, son indice de référence, le Masi, progressant de 0,52% à 12.725,3 points (pts)."
Devises vs Dirham: les cours de change de ce mardi 15 mars,2022-03-15,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mardi 15 mars 2022 :
La Bourse de Casablanca termine en hausse,2022-03-14,"La Bourse de Casablanca a clôturé en territoire positif, ce lundi, son indice principal, le Masi, prenant 0,28%, à 12.659,18 points (pts)."
RAM et El Al Israel Airlines signent un accord,2022-03-14,"Royal Air Maroc et El Al Israel Airlines ont signé, ce lundi 14 mars 2022 à Tel Aviv, un accord de partage de codes (codeshare). Cette cérémonie,  organisée en marge du vol inaugural de Royal Air Maroc entre Casablanca et Tel Aviv,  a été présidée par Hamid ADDOU Président Directeur Général de la Compagnie Marocaine et Avigal SOREQ , CEO de la compagnie Israélienne. "
LafargeHolcim Maroc: un groupe au service des Régions du Sud,2022-03-14,"Grâce à sa nouvelle cimenterie d’Agadir-Souss, le cimentier centenaire au Maroc va accompagner non seulement le développement de la Région du Souss-Massa, mais aussi celui des trois régions du Sud. "
Agadir. Ecosystème touristique : la Société de Développement sur tous les fronts,2022-03-14,"S’il y a un volet sur lequel la Société de Développement Touristique Souss-Massa est très attendue, c’est bien évidemment son accompagnement de la mise à niveau de l’écosystème touristique régional et ses activités annexes à l’issue de l’exécution du PDU d’Agadir."
"VIDEO. Les soft skills, un atout à développer pour permettre aux femmes de réussir",2022-03-14,"Pour inaugurer son nouveau cycle d’after-works, baptisé «Le Cercle des ECO», Horizon Press a choisi le momentum de la célébration du 8 mars. Une occasion de faire le point sur la situation de la représentativité féminine dans le tissu économique, et notamment, aux postes de responsabilité, mais aussi de décrypter les freins persistants à l’essor économique des femmes. Quatre dirigeantes d’exception se sont prêtées au jeu. Extrait."
"Le Cercle des ECO. Vie perso et professionnelle, les femmes ne doivent « pas faire de concessions »",2022-03-14,"Pour inaugurer son nouveau cycle d’after-works, baptisé «Le Cercle des ECO», Horizon Press a choisi le momentum de la célébration du 8 mars. "
Vie professionnelle-vie privée: la DG du Technopark partage son expérience (VIDEO),2022-03-14,"Mettre en avant l’opportunité que représente le fait d’être femme, patron, ou manager d’entreprise au Maroc, mais évoquer également les situations où la féminité peut représenter un blocage pour une femme dirigeante. Telle était la portée de la rencontre organisée par Horizon Press, qui a choisi d’inaugurer son nouveau concept, organisé sous forme d’afterwork et baptisé «Le Cercle des ECO», en le faisant coïncider avec la célébration de la Journée internationale des droits de la femme."
La Bourse de Casablanca démarre en bonne mine ce lundi,2022-03-14,"La Bourse de Casablanca évoluait en hausse, lundi dans les premiers échanges, son indice phare, le Masi, prenant 0,3% à 12.661,83 points (pts)."
Casablanca: La centrale automobile chérifienne inaugure son nouveau site après-vente (VIDEO),2022-03-14,"Dans le cadre de sa stratégie plaçant le client au cœur de ses préoccupations, la  Centrale Automobile Chérifienne l’importateur des marques Volkswagen, Volkswagen  Utilitaires, Skoda, Seat, Audi, Porsche et Bentley au Maroc a lancé depuis près de dix ans un ambitieux programme de construction et mise à niveau de ses sites après vente de Casablanca et son réseau de concessionnaires. "
Découvrez le premier magasin de Converse au Maroc (VIDÉO),2022-03-14,"Une bonne nouvelle pour les fans de la marque à l’étoile. Converse ouvre son premier magasin en Afrique au Maroc, principalement au Morocco Mall, à Casablanca. Dorénavant les Casablancais peuvent découvrir les dernières collections de la marque américaine dans le premier magasin dédié uniquement à Converse au Maroc."
Devises vs Dirham: les cours de change de ce lundi 14 mars,2022-03-14,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du lundi 14 mars 2022 :
Le dirham se déprécie face à l’euro et au dollar du 3 au 9 mars,2022-03-13,"Le dirham s’est déprécié de 2,1% face à l’euro et de 3,26% vis-à-vis du dollar américain, durant la période allant du 3 au 9 mars 2022, selon Bank Al-Maghrib (BAM)."
Recrutement: la plateforme américaine Deel s’implante au Maroc,2022-03-12,"Deel, le spécialiste du recrutement mondial, s’implante au Maroc dans l’objectif d’offrir aux entreprises marocaines la possibilité d’embaucher des profils d’experts dans leur secteur d’activité partout dans le monde."
Maroc: les entreprises qui ont le plus investi en 2021,2022-03-12,"Malgré un contexte toujours perturbé par la pandémie en 2021, les champions nationaux ont continué à investir. Une enveloppe de 14,7 milliards de dirhams a été allouée à cet effet, selon les calculs de BMCE Capital Global Research (BKGR). Un chiffre en hausse de 26% par rapport à 2020 où la tendance était plutôt à la retenue."
Finances publiques: l’essentiel du bulletin mensuel de la TGR,2022-03-12,Voici les cinq points clés du bulletin mensuel de statistiques des finances publiques (BMSFP) de la Trésorerie générale du Royaume (TGR) au titre du mois de février 2022:
TGR: les recettes douanières en hausse,2022-03-12,"Les recettes douanières nettes ont atteint plus de 11,22 milliards de dirhams (MMDH) à fin février 2022, en hausse de 17,2% par rapport au même mois de l’année écoulée, selon la Trésorerie Générale du Royaume (TGR)."
Bourse de Casablanca: l’essentiel du résumé hebdomadaire (7-11 mars),2022-03-12,Voici l’essentiel du résumé hebdomadaire de la Bourse de Casablanca pour la semaine allant du 07 au 11 mars:
"Maroc: un déficit budgétaire de 11,5 MMDH à fin février",2022-03-12,"La situation des charges et ressources du Trésor dégage un déficit budgétaire de 11,5 milliards de dirhams (MMDH) à fin février 2022, contre un déficit de 10,2 MMDH un an auparavant, selon la Trésorerie Générale du Royaume (TGR)."
Réforme fiscale au Maroc: la priorité sera donnée à l’investissement productif,2022-03-11,"La loi-cadre n°69-19 portant réforme fiscale érige en priorité l’incitation à l’investissement productif et créateur de la valeur ajoutée et d’emplois de qualité, a affirmé, ce vendredi à Casablanca, le directeur général par intérim de la Direction générale des Impôts (DGI), Khalad Zazou."
Clôture: la Bourse de Casablanca finit la semaine en hausse,2022-03-11,"La Bourse de Casablanca a terminé sur une note positive, vendredi, son indice principal, le Masi prenant 0,54%, à 12.623,94 points (pts)."
LG One: une solution de communication rapide et innovante pour travailler efficacement,2022-03-11,"LG Electronics (LG) annonce le lancement de LG One:Quick, une solution d’affichage si révolutionnaire que son arrivée apporte avec elle une toute nouvelle catégorie. Développé en réponse aux nouvelles façons de travailler, LG OneQuick a le potentiel de changer et d’étendre la façon dont les individus, les collègues et les équipes communiquent dans la nouvelle réalité du travail à distance. LG One:Quick comprend One:Quick Works (modèle 55CT5WJ), One:Quick Flex (modèle 43HT3WJ) et One:Quick Share (modèle SC-00DA), une solution de partage d’écran sans fil dédiée. *"
CRI Speed Banking: une mobilisation pour financer les projets des jeunes,2022-03-11,"Le Centre Régional d’Investissement Marrakech Safi a organisé le Speed Banking Day au Centre Skills de l’OCP à Benguerir. Une initiative exclusivement dédiée aux bénéficiaires de l’écosystème ‘Act for Community’, en partenariat avec l’OCP, dans le but de créer un lien direct entre les candidats porteurs de projets et les représentations bancaires ayant des programmes de financement au profit des jeunes entrepreneurs. "
"Marché monétaire: le déficit de la liquidité bancaire à 75,1 MMDH",2022-03-11,"Le déficit de la liquidité bancaire s’est légèrement creusé de 3,84% durant la semaine allant du 03 au 09 mars pour s’établir à 75,1 milliards de dirhams (MMDH) en moyenne hebdomadaire, selon BMCE Capital Global Research (BKGR)."
OPPO organise son premier événement technologique au Maroc,2022-03-11,"OPPO a organisé, le Mercredi 9 Mars 2022, son premier événement technologique local à Casablanca afin d’y exposer ses derniers produits et technologies, présentés à l’occasion de la tenue d’événements mondiaux tels que OPPO INNO DAY 2021 et MWC Barcelona 2022."
La Bourse de Casablanca ouvre en territoire positif ce vendredi,2022-03-11,"La Bourse de Casablanca a ouvert en territoire positif vendredi, son principal indice, le Masi, gagnant 0,28% à 12.603,32 points (pts)."
Devises vs Dirham: les cours de change de ce vendredi 11 mars,2022-03-11,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du vendredi 11 mars 2022 :
Afriquia Gaz améliore son CA en 2021,2022-03-10,"Le chiffre d’affaires (CA) consolidé d’Afriquia Gaz a dépassé 7,13 milliards de dirhams (MMDH) en 2021, en amélioration de 24,8% par rapport à 2020."
Entreprises exportatrices marocaines: les derniers chiffres de l’Office des changes,2022-03-10,"Le nombre des exportateurs actifs au Maroc s’est situé à 4.309 opérateurs en 2019 contre 3.226 en 2011, soit un taux de croissance annuel moyen (TCAM) de 3,7%, selon l’Office des changes."
Clôture: la Bourse de Casablanca bascule dans le rouge,2022-03-10,"La Bourse de Casablanca a inversé sa tendance haussière constatée à l’entame des échanges pour clôturer jeudi sur une note négative, son principal indice, le Masi, ayant décroché de -2,32%, à 12.567,54 points (pts)."
La Bourse de Casablanca démarre ce jeudi en bonne mine,2022-03-10,"La Bourse de Casablanca évoluait en territoire positif, jeudi dans les premiers échanges, le Masi grimpant de 0,4% à 12.918,06 points (pts)."
Industry Meeting Day: la 4ème édition sous le signe de la souveraineté industrielle,2022-03-10,"Industrie du Maroc Magazine organise ce 1er avril à Tanger et en format présentiel, la 4ème édition de “Industry Meeting Day“ qui sera couplée à la 2ème édition des “Industry Meeting Awards“. Ce double évènement est placé sous le thème : « La Souveraineté industrielle : quels dispositifs pour l’emploi, l’investissement et le territoire ?», en vue de créer une synergie entre les pouvoirs publics et les parties prenantes du secteur industriel autour de la Souveraineté industrielle."
Devises vs Dirham: les cours de change de ce jeudi 10 mars,2022-03-10,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du jeudi 10 mars 2022 :
KELIX bio signe un accord pour l’acquisition de l’entreprise marocaine Pharmaceutical Institute,2022-03-09,"Development Partners International (DPI), une société d’investissement de premier plan axée sur l’Afrique avec 2,8 milliards de dollars d’actifs sous gestion, y compris des co-investissements, et CDC Group (CDC), l’institution britannique de financement du développement qui sera bientôt rebaptisée British International Investment (BII), ont annoncé aujourd’hui que KELIX bio a signé un accord pour l’acquisition de Pharmaceutical Institute (PHI), un acteur important dans le secteur pharmaceutique au Maroc. La transaction, qui sera financée par un deuxième tour de financement de 200 millions de dollars dans KELIX bio mené par DPI et CDC / BII, a été soumise aux autorités locales pour approbation. La clôture de l’opération est prévue pour le premier trimestre 2022."
Align Technology ouvre son premier bureau au Maroc,2022-03-09,"Align Technology, Inc. (« Align ») (Nasdaq : ALGN), leader international dans le domaine des dispositifs médicaux qui conçoit, fabrique et commercialise le système Invisalign d’aligners transparents, les scanners intra-oraux iTero et le logiciel CAO/FAO exocad pour l’orthodontie numérique et la dentisterie restauratrice, a annoncé le lancement de ses opérations en direct au Maroc et l’ouverture de son premier bureau à Casablanca. "
Commande publique: les chefs d’entreprises ont besoin de visibilité (Alj),2022-03-09,"Les chefs d’entreprises ont besoin de visibilité en matière de la commande publique, notamment sur les programmes et sur les taux d’exécution, a indiqué, ce mercredi à Casablanca, le président de la Confédération générale des entreprises du Maroc (CGEM), Chakib Alj."
Commande publique: les délais moyens de paiement en 2021,2022-03-09,"Les délais de paiement de la commande publique ont été ramenés en moyenne à 18,6 jours en 2021, dont 19,25 jours pour l’État et 17,47 jours pour les collectivités territoriales, a indiqué, mercredi à Casablanca, le Trésorier générale du Royaume, Noureddine Bensouda."
IDM organise la 4ème édition de “Industry Meeting Day“,2022-03-09," Industrie du Maroc Magazine organise ce 1er avril à Tanger et en format présentiel, la 4ème édition de “Industry Meeting Day“ qui sera couplé à la 2ème édition des “Industry Meeting Awards“."
La Bourse de Casablanca a clôturé en hausse,2022-03-09,"La Bourse de Casablanca a clôturé la séance de ce mercredi en hausse, son indice principal, le Masi, prenant 1,54%, à 12.866,13 points (pts)."
OFPPT-AFRIQUIA SMDC: célébration de la première promotion du « Cycle Maalem »,2022-03-09,206 lauréats du programme Mécano Al Maghrib certifiés au terme d’un cursus qualifiant combinant mécanique moderne et soft skills. Démarrage de la 3ème promotion du Cycle Maalam avec 465 bénéficiaires.
L’UE veut soutenir les PME marocaines,2022-03-09,"Le Commissaire européen à l’élargissement et à la politique européenne de voisinage, Olivér Várhelyi, a affirmé, mercredi à Casablanca, la volonté de l’Union européenne (UE) de coopérer avec le Maroc pour soutenir les petites et moyennes entreprises (PME)."
La Bourse de Casablanca ouvre en hausse ce mercredi,2022-03-09,"La Bourse de Casablanca évoluait en hausse, mercredi dans les premiers échanges, son indice principal, le Masi, s’adjugeant 1,27% à 12.832,94 points (pts)."
Devises vs Dirham: les cours de change de ce mercredi 9 mars,2022-03-09,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mercredi 09 mars 2022 :
Économie sociale et solidaire: 3e édition du Prix National « Lalla Al Moutaaouina »,2022-03-08,"À l’occasion de la Journée internationale de la Femme, Fatim-Zahra Ammor, ministre du Tourisme, de l’Artisanat et de l’Economie Sociale et Solidaire a présidé, ce mardi 8 mars 2022, la cérémonie de remise de prix aux meilleures coopératives féminines sélectionnées dans le cadre de la troisième édition du Prix national « Lalla AL Moutaaouina ». Ce prix annuel, organisé cette année sous le thème «Pour des dirigeantes de coopératives leaders», permet de primer les meilleures idées de projets coopératifs féminins."
CGEM. Alj: « Les femmes constituent les vecteurs du changement »,2022-03-08,"Le secteur privé marocain est disposé et engagé à travailler avec le gouvernement pour promouvoir davantage l’autonomisation des femmes, a indiqué, ce mardi à Casablanca, le président de la Confédération générale des entreprises du Maroc (CGEM), Chakib Alj."
La secrétaire d’État adjointe des États-Unis rejoint l’AFEM pour célébrer ce 8 mars,2022-03-08,"Wendy R. Sherman, Secrétaire d’État Adjointe des États-Unis a rejoint la séance de clôture de la conférence « Se tourner vers l’avenir » organisée par l’AFEM aujourd’hui à Casablanca pour célébrer la journée internationale des droits de la femme. "
Bourse de Casablanca: le Masi met fin à six séances de baisse,2022-03-08,"La Bourse de Casablanca a clôturé en fort rebond, mardi, après six séances de baisse, son principal indice, le Masi, prenant 2,06%, à 12.671,53 points (pts)."
La Bourse de Casablanca débute ce mardi dans le vert,2022-03-08,"La Bourse de Casablanca démarrait la journée du mardi légèrement dans le vert, son indice phare, le MASI, grimpant de 0,23%, à 12.443,85 points (pts)."
Devises vs Dirham: les cours de change de ce mardi 8 mars,2022-03-08,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mardi 8 mars 2022 :
Conseil Régional Tanger-Tétouan-Al Hoceima: ce qu’il faut retenir de la session normale,2022-03-08,"Le conseil de la région Tanger-Tétouan-Al Hoceima a tenu sa session ordinaire le lundi 7 mars 2022, en présence du Wali de la région, Mohamed Mahdia, du gouverneur de la préfecture de Tétouan, Younes Tazi , ainsi que les membres du conseil de région."
La Bourse de Casablanca présente le financement par IPO aux entreprises de la région Fès-Meknès,2022-03-07,"Invitées par le CRI Fès-Meknès, ce ne sont pas moins de 50 entreprises de la région qui ont participé à l’étape de Fès-Meknès des rencontres régionales de la Bourse de Casablanca. Retour en détails sur un événement réussi !"
Révélation en première mondiale digitale du nouveau Renault Austral,2022-03-07,"La révélation en première mondiale digitale du nouveau Renault Austral aura lieu le 8 mars prochain. La présentation de 20 minutes sera diffusée le mardi 8 mars 2022 à 9h30, heure de Paris depuis la plateforme événementielle Renault. "
Casa Tramway organise une nouvelle exposition des œuvres d’Arts de l’ESBAC,2022-03-07,Casa Tramway organise la 3ème édition de l’exposition des œuvres d’art de l’Ecole Supérieure des Beaux-Arts de Casablanca.
Clôture: la Bourse de Casablanca en forte baisse,2022-03-07,"La Bourse de Casablanca a clôturé en forte baisse ce lundi, son principal indice, MASI, chutant de 2,89% à 12.415,46 points (pts)."
Banques: le déficit de la position de change se creuse,2022-03-07,"Le déficit de la position de change des banques s’est creusé à près de 7,19 milliards de dirhams (MMDH) au 25 février dernier, selon BMCE Capital Global Research (BKGR)."
ONDA: plus de 660 mille passagers du 7 au 28 février,2022-03-07,"Les aéroports du Royaume ont accueilli 660.045 passagers à travers 5.714 vols aériens (arrivées et départs internationaux) durant la période allant du 7 au 28 février 2022, selon l’Office national des aéroports (ONDA)."
La Bourse de Casablanca démarre dans le rouge ce lundi,2022-03-07,"La Bourse de Casablanca démarrait dans le rouge lundi, son principal indice, le Masi, reculant de 0,73%, à 12.692,41 points (pts)."
Devises vs Dirham: les cours de change de ce lundi 7 mars,2022-03-07,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du lundi 7 mars 2022 :
Gender Bonds: vers un meilleur accès des femmes marocaines au financement,2022-03-06,"Les Genders bonds, mécanisme relativement récent au Maroc, est un instrument de la finance durable à promouvoir davantage afin d’assurer un meilleur accès des femmes marocaines au financement."
"Canaux de contact: les Marocains utilisent WhatsApp, mais pas seulement",2022-03-06,"Initié par Élu service client de l’année Maroc, en partenariat avec Inspire research, l’Observatoire du service client 2021 interroge les consommateurs sur leurs perception, usages et attentes en matière de service client."
Le dirham s’apprécie face à l’euro du 24 février au 2 mars,2022-03-06,"Le dirham s’est apprécié de 0,36% face à l’euro et s’est déprécié de 1,86% vis-à-vis du dollar américain, durant la période allant du 24 février au 2 mars 2022, selon Bank Al-Maghrib (BAM)."
Bourse de Casablanca: récap de la semaine (28 février-4 mars),2022-03-05,"La Bourse de Casablanca a clôturé la période allant du 28 février au 04 mars 2022 dans le rouge, ses deux principaux indices, MASI et MSI20, accusant des baisses respectives de 2,96% et 2,7%."
La Bourse de Casablanca finit dans le rouge,2022-03-04,"La Bourse de Casablanca a clôturé dans le rouge, ce vendredi, son indice de référence, le MASI, s’étant replié de 0,61% à 12.785,57 points (pts)."
La Bourse de Casablanca ouvre ce vendredi en hausse,2022-03-04,"La Bourse de Casablanca a ouvert en hausse vendredi, son principal indice, le MASI, progressant de 0,04% à 12.869,6 points (pts)."
Devises vs Dirham: les cours de change de ce vendredi 4 mars,2022-03-04,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du vendredi 04 mars 2022:
Le tout nouveau projet de Badr Lil Iskane s’apprête à sortir de terre,2022-03-03,"Acteur majeur de la promotion immobilière au Maroc depuis 2008, Groupe Badr Lil Iskane conçoit et construit des projets durables, innovants et diverses. Promoteur de confiance, le Groupe commercialise tous types de biens immobiliers de haut et moyen standing, ainsi que de l’économique : appartements, locaux commerciaux, plateaux de bureaux, lots de terrain et villas, à Casablanca et à Marrakech."
Tamwilcom et le Fonds de Garantie Partielle des Crédits de Djibouti renforcent leur coopération,2022-03-03,"Aouad Ahmed A. Mouti, Directeur Général du Fonds de Garantie Partielle des Crédits de Djibouti (FGPCD), et Hicham Zanati Serghini, Directeur Général de Tamwilcom, ont procédé mardi à Rabat à la signature d’un Protocole d’Accord marquant la volonté commune des deux institutions à renforcer leur partenariat bilatéral."
"Huawei commercialise sa montre connectée, la Huawei Watch GT 3 au Maroc",2022-03-03,"Huawei Consumer Business Group (BG) a annoncé le début des ventes sur le marché marocain de sa nouvelle montre connectées Huawei Watch GT3 Collection phases de lune II. Cette derniére, associe le meilleur des deux mondes de smart Watch et de montres classiques traditionnelles et franchit ainsi une toute nouvelle étape dans l’univers des montres."
Deux Renault Master transformés en bibliothèques pour rapprocher les enfants de la lecture,2022-03-03,"Lancé en 2019, une première bibliothèque mobile «LE BIBLIOBUS » a vu le jour. Ce projet mené par  l’Association Al Jisr en partenariat avec la Fondation Renault Maroc et la Fondation Hiba, a pour mission de rapprocher les enfants des écoles publiques périphériques de Casablanca et Tanger (zones périurbaines et rurales), de l’accès à la lecture, la culture et les arts. "
BMCI et Visa lancent le premier bracelet NFC,2022-03-03,"BMCI est heureux d’annoncer le lancement du premier bracelet NFC en partenariat avec Visa, leader mondial des paiements numériques. Les clients de la BMCI ont été invités au lancement officiel du tout nouveau bracelet NFC le 16 février à Casablanca."
Salaf Dépanini: le groupe BCP lance la première offre de nano-crédit au Maroc,2022-03-03,"Dans la continuité de son engagement solidaire et citoyen et en phase avec la stratégie nationale  d’inclusion financière, le groupe BCP lance, en collaboration avec son établissement de paiement M2T, la  première offre de nano-crédit au Maroc en exclusivité sur le M-Wallet Chaabi Pay. "
Ford accélère sa transformation et annonce la création de 3 entités distinctes,2022-03-03,"Ford poursuit la transformation de son activité automobile au niveau mondial, en accélérant le développement et la mise à l’échelle de véhicules électriques et connectés révolutionnaires, tout en tirant parti de ses modèles emblématiques pour renforcer les performances opérationnelles et tirer pleinement parti des capacités d’ingénierie et industrielles."
Sociétés cotées: plus de 14 MMDH d’investissements en 2021,2022-03-03,"L’enveloppe globale d’investissements mobilisée par les sociétés cotées à la Bourse de Casablanca s’est élevée à 14,7 milliards de dirhams (MMDH) à fin 2021, en hausse de 26,2% par rapport à la même période de 2020, selon BMCE Capital Global Research (BKGR)."
Clôture: la Bourse de Casablanca finit en grise mine,2022-03-03,"La Bourse de Casablanca a clôturé, pour la 4ème séance d’affilée, dans le rouge, ce jeudi, son principal indice, le Masi, perdant 0,83% à 12.864,57 points (pts)."
"Diversité et inclusion en entreprise: les explications d’Asmae Hajjami, DG de Société Générale Maroc",2022-03-03,"À la fois enjeux stratégiques et leviers de performance, la diversité et l’inclusion en entreprise sont le reflet de notre société dans l’ensemble de ses composantes. Asmae Hajjami, DG de Société Générale Maroc, lève le voile sur la manière dont cette pluralité s’exprime au sein de la banque et sur son engagement pour promouvoir des valeurs fondées sur le mérite et la justice."
Ryanair: lancement d’une nouvelle ligne Valence-Agadir,2022-03-03,"La compagnie aérienne irlandaise Ryanair a annoncé, jeudi, le lancement d’une nouvelle liaison entre la ville espagnole de Valence et Agadir."
Les perspectives de croissance pour Alstom Maroc (VIDEO),2022-03-03,"Intervenant dans le cadre du nouveau rendez-vous des Inspirations ECO, «L’invité des ECO», Nourddine Rhalmi, PDG d’Alstom Maroc a bien voulu répondre à nos questions. "
ALSTOM va-t-il investir davantage en Afrique ? (VIDEO),2022-03-03,"On ne présente plus Alstom au Maroc. La filiale marocaine du spécialiste français du transport ferroviaire qui vient, tout juste, d’augmenter ses capacités de production dans le pays avec une nouvelle usines à Fès, voit grand. Déjà implanté dans la région de Casablanca à travers plusieurs projets emblématiques dans la ville, le groupe est aussi fortement présent à Rabat. Pour ces deux villes précisément, l’opérateur se targue d’avoir permis de contribuer au désenclavement des quartiers, de promouvoir la création d’emplois ainsi que de créer une vraie opportunité grâce à la mobilité collective et propre. Mais le projet sur lequel Alstom Maroc s’est le plus illustré est, sans nul doute, celui de la fourniture des trains à grande vitesse (TGV) pour la liaison entre Tanger et Casablanca. «C’est une fierté pour Alstom, et je l’espère pour les Marocains aussi, d’avoir au travers de ce projet-ci le train le plus rapide d’Afrique», confie Nourddine Rhalmi, PDG d’Alstom Maroc. Intervenant dans le cadre du nouveau rendez-vous des Inspirations ECO, «L’invité des ECO», le patron du géant du transport ferroviaire revient sur les raisons de l’extension des capacités à Fès et sur le choix de l’implantation dans la région. Il se penche également sur les ambitions d’Alstom au Maroc et en Afrique."
Comment Alstom a vécu la crise du Covid (VIDEO),2022-03-03,"On ne présente plus Alstom au Maroc. La filiale marocaine du spécialiste français du transport ferroviaire qui vient, tout juste, d’augmenter ses capacités de production dans le pays avec une nouvelle usines à Fès, voit grand. Déjà implanté dans la région de Casablanca à travers plusieurs projets emblématiques dans la ville, le groupe est aussi fortement présent à Rabat. Pour ces deux villes précisément, l’opérateur se targue d’avoir permis de contribuer au désenclavement des quartiers, de promouvoir la création d’emplois ainsi que de créer une vraie opportunité grâce à la mobilité collective et propre. Mais le projet sur lequel Alstom Maroc s’est le plus illustré est, sans nul doute, celui de la fourniture des trains à grande vitesse (TGV) pour la liaison entre Tanger et Casablanca. «C’est une fierté pour Alstom, et je l’espère pour les Marocains aussi, d’avoir au travers de ce projet-ci le train le plus rapide d’Afrique», confie Nourddine Rhalmi, PDG d’Alstom Maroc. Intervenant dans le cadre du nouveau rendez-vous des Inspirations ECO, «L’invité des ECO», le patron du géant du transport ferroviaire revient sur les raisons de l’extension des capacités à Fès et sur le choix de l’implantation dans la région. La crise du Covid est également un élément important qui a marqué le vécu d’Alstom au Maroc. Nourddine Rhalmi explique pourquoi."
Comment Alstom collabore avec l’ONCF (VIDEO),2022-03-03,"Intervenant dans le cadre du nouveau rendez-vous des Inspirations ECO, « L’invité des ECO », Nourddine Rhalmi, PDG d’Alstom Maroc, explique comment Alstom collabore avec l’ONCF. Vidéo."
