titre,date,extrait
"Le dirham s'est apprécié cette semaine de 0,51% vis-à-vis du dollar",2018-02-03,"Le dirham s’est apprécié de 0,51% par rapport au dollar et s’est déprécié de 0,43% vis-à-vis de l’euro, au cours de la troisième semaine de mise en oeuvre de la réforme du régime de change, selon les indicateurs hebdomadaires de Bank Al-Maghrib. Durant la période allant du 25 au 31 janvier 2018, Bank Al-Maghrib affirme avoir procédé à cinq opérations de vente de devises pour un montant total de 57 millions de dollars, avec un cours moyen de 9,1505 dirham. Il ressort aussi des indicateurs de la Banque centrale, qu’au 26 janvier, les réserves internationales nettes sont restées quasiment inchangées à 240,1 milliards de dirhams par rapport à la semaine précédente. En glissement annuel, elles ont accusé un repli de 3,2%. Concernant ses interventions sur le marché monétaire, Bank Al-Maghrib indique avoir injecté un montant de 40 milliards de dirhams sous forme d’avances à 7 jours sur appel d’offres. En tenant compte d’un montant de 3,4 milliards de dirhams accordé dans le cadre du programme de soutien au financement de la TPME, le montant total des interventions ressort à 43,4 milliards de dirhams, souligne-t-il, ajoutant que le taux interbancaire s’est situé à 2,25% et le volume des échanges s’est établi à 5,3 milliards de dirhams. La banque centrale souligne en outre avoir injecté un montant de 43 milliards de dirhams sous forme d’avances à 7 jours, lors de l’appel d’offres du 31 janvier (date de valeur le 1erfévrier 2018). Revenant sur les adjudications enregistrées cette semaine, Bank Al-Maghrib relève que le Trésor a retenu 2 milliards de dirhams sur un montant proposé de 14 milliards, précisant que les souscriptions ont porté sur des bons à 2 ans au taux de 2,56% et à 10 ans au taux de 3,33%. Il fait observer à ce propos qu’en l’absence de remboursement durant la période allant du 1er au 7 février, l’encours des bons du Trésor devrait s’élever à 527,6 milliards au 07 février, en hausse de 1,1% par rapport à fin 2017. Pour ce qui est des indicateurs boursiers, Bank Al-Maghrib indique que le MASI a enregistré durant cette semaine une hausse de 0,6%, portant sa performance depuis le début de l’année à 5,5% et que le volume global des échanges, s’est chiffré à 838,3 millions de dirhams contre 576,5 millions de dirhams une semaine auparavant dont près de 87% réalisé sur le marché central."
Lactalis: un 2ème cas de salmonellose en Espagne,2018-02-03,"Un bébé ayant consommé du lait produit par l’industriel français Lactalis a été diagnostiqué comme souffrant de salmonellose dans un hôpital du Pays Basque, après un cas similaire dans la région révélé en janvier, ont annoncé samedi les autorités sanitaires locales. « Un deuxième cas de nourrisson touché par une infection à la Salmonelle Agona » a été détecté à l’Hôpital universitaire Basurto à Bilbao, écrit dans un communiqué le département de la Santé du gouvernement régional basque."
La BAD accorde 2 milliards de dollars d’aides au Maroc,2018-02-02,"Le groupe Banque africaine de développement (BAD) accordera deux milliards de dollars d’aides au Maroc durant les deux prochaines années, a annoncé, vendredi à Rabat, le vice-président de la BAD en charge du Développement régional, de l’intégration régionale et de la prestation de services, Khaled Sherif, en visite de travail au Maroc. « Nous avons informé le Chef de gouvernement que la BAD accordera deux milliards de dollars d’aides au Maroc durant les deux prochaines années », a précisé Sherif dans une déclaration à la presse à l’issue de ses entretiens avec le Chef du gouvernement, Saâd Eddine El Othmani. Dans ce sens, il a fait savoir que l’institution financière africaine continuera à accompagner le Royaume dans le cadre des priorités du gouvernement marocain, saluant les performances économiques du Maroc. Sherif a également salué le haut niveau des compétences relevant des différents secteurs et établissements publics marocains qui contribuent « de manière efficace » au succès des programmes de partenariat, ce qui fait du modèle marocain un exemple à adopter par la BAD sur les plans régional et continental. Les entretiens entre El Othmani et Sherif ont été une occasion de discuter d’un éventuel partage de l’expérience marocaine dans plusieurs domaines de développement avec les pays arabes et africains, dans le cadre d’un partenariat Maroc-BAD. La visite du vice-président du Développement régional, de l’intégration régionale et de la prestation de services de la BAD au Maroc (29 janvier – 02 février) vise à renforcer la coopération entre cette institution financière africaine et le Royaume. Cette visite, la première de Sherif au Maroc depuis sa prise de fonctions, le 1er novembre 2016, a pour objectif de superviser les projets en cours dans le Royaume."
"Aggravation du déficit commercial de 2,8% à fin 2017",2018-02-02,"Les échanges extérieurs du Maroc ont été marqués par une aggravation du déficit de la balance commerciale de 2,8% en 2017, atteignant 190,2 milliards de dirhams (MMDH) contre 185 MMDH un an auparavant, selon l’Office des changes. Les importations ont atteint 435,2 MMDH, soit une hausse de 6,4%, alors que les exportations ont progressé de 9,4% pour se situer à près de 245 MMDH, indique l’Office des changes dans une note sur ses indicateurs mensuels des échanges extérieurs à fin 2017. Le taux de couverture des importations par les exportations est quant à lui, passé de 54,8% à 56,3%, selon la même source. L’accroissement des importations s’explique en partie par la hausse de la facture des produits énergétiques de 27,4%, des produits bruts de 15,8% ou encore des produits finis de consommation de 5,2%, précise la même source, faisant néanmoins état d’une baisse de 4,7% des produits alimentaires. S’agissant de l’évolution des exportations, elle s’explique notamment par la hausse des ventes de la quasi-totalité des secteurs, principalement ceux de l’aéronautique (+20%), des phosphates et dérivés (+11,1%), de l’électronique (7,6%), de l’Automobile (7,3%), de l’agriculture et l’agro-alimentaire (+7%) et du textile et cuir (+6,1%), selon l’Office des changes."
L'audience de Facebook donne des signes d'essoufflement,2018-02-01,"Mark Zuckerberg, patron du réseau social, se veut rassurant et affirme que la tendance est due à des changements délibérés pour éviter la propagation de fake news et favoriser les interactions des utilisateurs avec leurs amis."
Les acteurs de la communication très remontés contre la taxe d'écran,2018-01-31,"Les annonceurs, les agences-conseils en communication, les éditeurs et les régies appellent à la suppression de la «taxe d’écran», dans un communiqué publié ce lundi. Les acteurs de la communication au Maroc se mobilisent contre la nouvelle taxe sur les annonces publicitaires sur écran. Les annonceurs, les agences-conseils en communication, les éditeurs et les régies ont ainsi appelé les pouvoirs publics à la suppression des dispositions de la nouvelle Loi de Finances 2018 relatives à ces droits de timbre, dans un communiqué publié ce lundi. «Aujourd’hui plus que jamais, la taxe d’écran constitue une problématique majeure pour tous les acteurs du marché publicitaire marocain, annonceurs, agences conseil en communication, presse électronique et éditeurs de contenus digitaux», précise Mounir Jazouli, président du Groupement des Annonceurs du Maroc. Du côté des acteurs de la presse, on déplore l’impact négatif de cette taxe sur le développement de la presse, qui entame à peine sa transition numérique. «La transformation digitale de la presse au Maroc est complexe, en l’absence d’un modèle économique pérenne, et sera impactée de plein fouet par cette nouvelle taxe. C’est l’avenir de la presse, une presse que l’on souhaite professionnelle, diversifiée et indépendante, qui est en jeu», a souligné Noureddine Miftah, Président de la Fédération Marocaine des Editeurs de Journaux. De leur côté les agences de communication pointent du doigt le caractère inique de la taxe, qui touche le secteur de la publicité audiovisuelle et digitale uniquement, et qui vient prélever les ressources d’un secteur vital pour l’économie du pays. «Le marché publicitaire est un moteur pour l’économie d’un pays et participe puissamment à son développement. 1 dirham dépensé en publicité génère en moyenne 15 DH pour l’économie. Toute démarche visant à développer le marché publicitaire aura un impact positif sur l’ensemble de l’économie du pays, selon un schéma vertueux. A l’inverse, toute taxation additionnelle génèrera une chaîne d’effets négatifs et entravera notamment les efforts de développement de l’économie numérique, antinomique avec la stratégie Maroc Digital 2020», indique l’Union des agences-conseils en communication."
Industries manufacturières: légère baisse de l'indice de production en décembre 2017,2018-01-31,"L’indice de la production du secteur des « Industries manufacturières hors raffinage de pétrole » a enregistré une baisse de 0,1% au cours du mois de décembre 2017 par rapport à un mois plus tôt, selon le Haut-Commissariat au plan (HCP). Cette évolution résulte notamment de la baisse des prix des « Industries alimentaires » de 0,3%, de l' »Industrie d’habillement » de 1,3%, de la « Fabrication de produits informatiques, électroniques et optiques » (- 1,1%) et de la « Fabrication d’équipements électriques » (- 0,1%), explique le HCP dans une note d’information relative à l’indice de la production industrielle, énergétique et minière (IPPIEM) de décembre 2017. Cette tendance est par ailleurs le résultat de la hausse enregistrée dans l’ »Industrie chimique » et la « Fabrication d’autres produits minéraux non métalliques » de 0,2% et dans le « Travail du bois et fabrication d’articles en bois et en liège » de 0,4%, ajoute le HCP. En outre, la note fait ressortir que les indices des prix à la production des secteurs des « Industries extractives », de la « Production et distribution d’électricité » et de la « Production et distribution d’eau » ont connu une stagnation au cours du mois de décembre 2017."
Vidéo. El Othmani: «La flexibilité du dirham ne nous a pas été dictée»,2018-01-30,"Saadeddine El Othmani, chef du gouvernement, a démenti, 30 janvier mardi à Marrakech devant un parterre d’experts internationaux, que le passage du Maroc à un régime de change flexible ait été dicté par une quelconque institution financière internationale. «Cette décision nationale à laquelle ont contribué les organismes nationaux concernés a été prise après un processus de réflexion qui a duré plus de 10 ans», a déclaré El Othmani lors de la conférence régionale de croissance globale, qui se tient sous le signe « opportunités pour tous: croissance, emploi et inclusion dans le monde arabe ». http://www.h24info.ma/wp-content/uploads/2018/01/العثماني_-قرار-مرونة-صرف-الدرهم-قرار-وطني-سيادي.mp4 Organisée à l’initiative du Fonds monétaire international (FMI), du Fonds monétaire arabe (FMA), du Fonds arabe pour le développement économique et social (FADES) et du Royaume du Maroc, la conférence régionale de croissance globale de haut niveau, cherche à répondre aux défis qui entravent les politiques de croissance globale, à étudier les mesures à même d’étendre la portée des réformes afin de créer davantage d’opportunités pour les jeunes et les femmes et à examiner la contribution du FMI, du FMA et du FADES à la mise en œuvre des réformes. Les participants discutent également des politiques favorisant une croissance plus durable et plus intégrée, des opportunités pour tous et des moyens susceptibles de traduire ces mesures en actions pratiques et tangibles. Des hauts responsables, des entrepreneurs, des universitaires, des jeunes et des représentants de la société civile du monde arabe et d’ailleurs participent à cet événement pour partager leurs expériences et idées sur la création d’emplois."
La presse digitale frappée au portefeuille pour financer… la télé,2018-01-30,"L’élargissement à la presse digitale d’une taxe de 5% sur la publicité pour financer la télévision indigne les professionnels du secteur. La publicité sur les sites électroniques est soumise à une taxe de 5% depuis le 1er janvier 2018. Une mesure imposée par la DGI dans une récente circulaire et présentée comme «un élargissement de l’assiette du droit de timbre proportionnel relatif aux annonces publicitaires diffusées sur tous types d’écrans numériques (écrans publicitaires LED, écrans d’ordinateurs, androïdes, tablettes etc..)». Du côté des professionnels de la presse digitale nationale, on dénonce un coup porté à l’équilibre économique du secteur. «Cette taxe impactera exclusivement les journaux électroniques marocains, dans la mesure où les annonceurs se tourneront vers des supports internationaux pour éviter cette redevance», explique Naceureddine Elafrit, directeur de publication de Médias24. En effet, selon lui, rien n’oblige les annonceurs marocains qui publient une publicité à l’étranger, sur des médias internationaux ou sur les réseaux sociaux (Facebook) ou Google de s’acquitter de cette taxe de 5%. Pourquoi? Parce que leurs annonces à l’international ne sont pas traçables, estime Elafrit. «Cette situation va créer une distorsion de la concurrence dans un secteur qui déjà ne dispose pas d’un modèle économique viable à même de garantir une pratique journalistique de qualité», poursuit notre confrère. Même son de cloche pour Moncef Belkhayat, actionnaire majoritaire dans Le Siteinfo. «L’ensemble de la profession a été surprise par cette taxe. Il aura été préférable de donner aux professionnels un délai pour qu’ils puissent se préparer». Et pour cause: beaucoup d’agences sont liés par des contrats et des engagements annuels avec leurs clients, par conséquent, cette taxe risque de ne pas être encaissée par les agences. Pour Mohamed Ezzouak, directeur du portail Yabiladi, cette taxe va impacter le résultat financier des entreprises de presse digitale qui sont pour la plupart déficitaires ou «ne gagnent que quelques miettes». «On ne sait pas comment va être répercutée cette taxe au niveau des agences médias et des annonceurs. Il y a de fortes de chances que ce soit le site qui, à la fin de l’année, prenne à sa charge ces 5% parce qu’elles sont exigibles à son niveau et qu’il est le maillon le plus faible de la chaîne», explique Ezzouak, également président de l’Association de la presse marocaine digitale. Et d’ajouter: «Avec cette nouvelle taxe, le gouvernement est en train d’enterrer la presse électronique qui déjà connait énormément de difficultés. En effet, selon Mohamed Ezzouak, des supports professionnels et sérieux employant plusieurs journalistes ont été mis dans l’illégalité avec la loi de déclaration des organes de presse digitale et avec des incohérences au niveau du Code de la presse. «Et aujourd’hui, on rajoute cette taxe de 5%,comme si ça ne suffisait pas», déplore Ezzouak. La riposte de la profession? Pour Belkhayat, l’union des agences de communication au Maroc a tenu une réunion avec les professionnels afin d’étudier la situation. Est également prévue une réunion avec la Direction générale de l’administration fiscale «pour essayer de trouver une solution d’autant qu’il y a des soucis de clarté sur la façon d’exécuter cette mesure», précise Belkhayat. Les éditeurs de journaux s’inquiètent La Fédération marocaine des éditeurs de journaux (FMEJ) a également réagi à l’élargissement à la presse électronique de la redevance audiovisuelle payée pour publicité à la télévision. «Au lieu d’apporter son appui à la presse nationale et d’honorer ses engagements fixés dans le plan d’urgence, convenu avant la fin du mandat du précédent gouvernent, les autorités publiques, liées par un partenariat stratégique avec la FMEJ, ont mis en place une mesure fiscale dangereuse, absurde et incompréhensible», indique la Fédération dans un communiqué rendu public, lundi. «L’éditeur doit mensuellement payer 5% du total de ses revenus publicitaires à la Direction des impôts, avant même qu’il soit payé par le publicitaire», précise la FMEJ, déplorant que cette mesure «porte un coup dur à la presse électronique et rend sa situation plus lamentable que pour la presse écrite déjà endeuillée». «Cette situation intervient au moment où le gouvernement fait fi des géants mondiaux, « Google » et « Facebook » ayant été contraints, par plusieurs pays, de présenter des contributions estimées à des milliards aux fonds réservés au soutien de leur presse locale», indique la FMEJ, notant que les éditeurs de journaux marocains attendaient une augmentation notable de la subvention publique à la presse dans le cadre du contrat-programme, estimée à 6,5 milliards de centimes, tandis que la France, à titre d’exemple, présente une subvention annuelle de 1500 milliards de centimes à sa presse. Un droit de timbre qui ne date pas d’hier Ce «droit de timbre relatif aux publicités sur écrans» ne date pas d’hier. Cette taxe avait été créée dans les années 1970 et concernait d’abord les affiches publicitaires avant de s’élargir à la publicité à la télévision et aux écrans de cinéma à hauteur de 10%. Elle visait à financer un fonds de développement de l’audiovisuel. «Mais durant les années 90, avec l’instauration de la redevance de financement de l’audiovisuel instaurée dans les factures d’électricité, le gouvernement avait décidé de réduire cette taxe d’écran à 5% en promettant de la supprimer. Mais aujourd’hui, c’est l’inverse qui se produit», souligne Elafrit."
"Pour Lagarde, la flexibilité du dirham est ""une très bonne décision"" du Maroc",2018-01-30,"La transition vers un système de change flexible du dirham est une « très bonne décision » du gouvernement marocain, a indiqué mardi, à Marrakech, la directrice générale du Fonds monétaire international (FMI), Christine Lagarde. Intervenant à la Conférence régionale de croissance globale, qui se tient sous le signe « opportunités pour tous: croissance, emploi et inclusion dans le monde arabe », Lagarde a relevé que « les marchés internationaux et les investisseurs étrangers apprécieront cette décision des autorités publiques marocaines ». Lagarde qui a mis en relief les réformes entreprises par le Maroc, a noté que la création de zones franches au Maroc, à Tanger et à Casablanca, a permis de créer plus de 85.000 emplois à partir de fournisseurs locaux. Elle a en outre, souligné que la région Moyen-Orient et Afrique du Nord (MENA) se trouve confrontée aux défis du chômage notamment des jeunes diplômés, faisant savoir dans ce sens que près de 25 millions de jeunes vont arriver au marché de l’emploi dans cette région du monde, d’où la nécessité de réaliser une croissance durable et inclusive. Le principal défi de la région consiste à répondre aux aspirations des jeunes et faire naître en eux une foi en l’avenir et donner des opportunités aux gens, a-t-elle insisté, appelant à améliorer le climat des affaires et promouvoir le secteur privé dans la région. Lagarde a défini 3 priorités pour cette conférence de haut niveau. Il s’agit de créer dans cette région un secteur privé fort et créateur de richesses et d’emplois car la situation financière publique des pays de la région ne peut créer d’emploi, d’où la nécessité pour le secteur privé d’intervenir. Lagarde a appelé à soutenir les groupes exclus: les jeunes, les femmes et les réfugiés en particulier et à adopter un partenariat-public-privé comme une approche nécessaire pour réaliser le développement escompté, soulignant que les politiques de taxation devront être faites de manière à favoriser le développement dans cette région. Le directeur générale et président du conseil du Fonds monétaire arabe (FMA), Abdulrahman A. Al-Hamidy, a souligné pour sa part, que la tenue de cette conférence au Maroc traduit l’intérêt accordé aux différentes questions du développement global, dont le renforcement du marché de l’emploi, l’autonomisation des femmes, la soutien de l’innovation, la promotion de l’entrepreneuriat, l’amélioration du climat d’affaires, ce qui contribue à créer davantage de postes d’emploi et réaliser le développement durable. Il a noté que le chômage, dont le taux moyen a atteint dans cette région 29,1 % et 43,8 % dans la catégorie des jeunes, représente actuellement le grand défi pour les décideurs des pays arabes, ajoutant que la région a besoin de créer des dizaines de millions de postes d’emploi durant les dix prochaines années pour préserver le niveau actuel d’emploi. Al-Hamidy a défini trois axes pour faire face aux défis de l’emploi et la réalisation du développement global. Le premier consiste en la poursuite des efforts de diversification économique alors que le deuxième appelle à la création d’un climat propice à l’innovation pour les jeunes et les entrepreneurs et les petits et moyens projets. Le troisième axe consiste à renforcer l’accès aux financements et aux services financiers appropriés, a-t-il précisé. Organisée à l’initiative du FMI, du FMA, du Fonds arabe pour le développement économique et social (FADES) et du Royaume du Maroc, la conférence régionale de croissance globale de haut niveau, cherche à répondre aux défis qui entravent les politiques de croissance globale, à étudier les mesures à même d’étendre la portée des réformes afin de créer davantage d’opportunités pour les jeunes et les femmes et à examiner la contribution du FMI, du FMA et du FADES à la mise en œuvre des réformes. Les participants discutent également des politiques favorisant une croissance plus durable et plus intégrée, des opportunités pour tous et des moyens susceptibles de traduire ces mesures en actions pratiques et tangibles. Des hauts responsables, des entrepreneurs, des universitaires, des jeunes et des représentants de la société civile du monde arabe et d’ailleurs participent à cet événement pour partager leurs expériences et idées sur la création d’emplois. La tenue de cette conférence au Maroc sera l’occasion de mettre en évidence les réformes économiques et sociales adoptées par le Royaume et de passer en revue le niveau de développement des capacités dans la région MENA ainsi que le rôle du FMI dans la région. Cet événement permet aussi de se pencher sur les moyens d’accroître les opportunités offertes aux femmes et aux jeunes et d’encourager l’esprit d’entreprise et l’innovation en adoptant la transparence et la technologie pour promouvoir le potentiel caché de la région."
Crédit à la consommation: la fusion-absorbation entre Salafin et Taslif officialisée,2018-01-29,"BMCE Bank of Africa et de Saham assurance ont officialisé, lundi à Casablanca, la fusion-absorbation entre leurs filiales respectives Salafin et Tasli. Les deux parties avaient signé récemment un protocole d’accord fixant les principes directeurs relatifs à l’absorbation de Taslif par Salafin, une opération qui s’accompagnera d’une augmentation de capital de Salafin réservée aux actionnaires de Taslif. Cette opération de rapprochement entre les deux filiales opérant dans le secteur du crédit à la consommation vise à mettre en commun les compétences des deux groupes pour accélérer leur expansion dans le secteur des services financiers en Afrique, ont assuré les deux groupes lors d’une conférence de presse consacrée à la présentation de cette fusion. Ce rapprochement s’inscrit dans le cadre d’une logique industrielle et devrait accélérer l’expansion des deux filiales dans le secteur des services financiers en Afrique, a expliqué à cette occasion Brahim Benjelloun Touimi, administrateur directeur général exécutif du groupe BMCE Bank Of Africa. Ce rapprochement stratégique permettra de créer des synergies industrielles fortes via un partage de savoir-faire et des best practices, le développement de nouvelles activités ainsi que l’ouverture du réseau de vente de Saham assurance aux produits de l’ensemble fusionné, a-t-il expliqué, ajoutant que cette fusion renforcera le positionnement stratégique de Salafin sur le marché du crédit à la consommation en hissant ladite filiale à la 3è position du marché en termes de produits net bancaire. Par ailleurs, Benjelloun Touimi, a fait savoir que les modalités de la fusion et le projet de traité de fusion seront soumis prochainement à l’examen du Directoire de Salafin et du conseil d’administration de Taslif après l’arrêté des comtes relatifs à l’exercice clos le 31 décmebre 2017, notant que le projet de fusion sera également soumis à l’approbation des assemblées générales extraordinaires de Salafin et Taslif au deuxième semestre 2018. De son côté, Nadia Fettah, Directrice Générale de Saham Finances, a dit que cette fusion permettra de s’appuyer sur l’expertise de l’équipe Salafin, comme en témoigne ses performances financières et sa rentabilité, tout en restant actionnaire minoritaire mais actif dans l’un des principaux acteurs du crédit à la consommation. Et d’ajouter que la réalisation définitive de cette opération est soumise, notamment, à l’obtention des autorisations requises à cet effet (agrément de Bank Al Maghrib et visa de l’Autorité marocaine des capitaux)."
Premier braquage pour s'emparer de bitcoins au Royaume-Uni,2018-01-29,Comments are closed.
La viande russe bientôt dans nos assiettes,2018-01-29,"Le Maroc a donné son accord pour importer de la viande bovine et des produits préparés de la Russie. « Le Royaume du Maroc ouvrira son marché à la viande bovine russe et à ses produits, ce qui contribuera à augmenter le volume des échanges commerciaux entre les deux pays », a indiqué un communiqué du service fédéral russe de surveillance vétérinaire et phytosanitaire cité par l’agence de presse Novosti, ajoutant que « le volume du commerce bilatéral devrait être en ligne avec le potentiel des deux pays et leurs solides relations économiques ». Les autorités compétentes des deux pays « adopteront bientôt les certificats vétérinaires devant accompagner les livraisons de viande au Maroc », a relevé la même source. « Le Royaume a donné son approbation après qu’une délégation marocaine ait visité les compagnies de viande russes pour s’assurer de leur conformité aux normes vétérinaires et de sécurité sanitaire au Maroc », a indiqué Novosti. (Avec MAP)"
Accélération Industrielle de Souss-Massa: huit conventions signées devant le roi,2018-01-28,"Le roi Mohammed VI a présidé, dimanche à Agadir, la cérémonie de présentation de la déclinaison régionale du Plan d’Accélération Industrielle 2014-2020 dans la région de Souss-Massa et de signature de huit conventions et d’un protocole y afférents. Le projet industriel du Souss-Massa qui amorce la déclinaison régionale de la stratégie industrielle nationale vise à faire de la Région un pôle économique capable de créer de l’emploi, de valoriser ses richesses, de soutenir ses secteurs productifs pour assurer une croissance inclusive, au service du citoyen. Le ministre de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique, Moulay Hafid Elalamy, a souligné à ce titre, dans une allocution prononcée devant le roi que «l’industrie adopte à son tour, conformément aux Hautes instructions Royales, une approche régionalisée, afin de localiser les activités productives au plus près des citoyens, de capitaliser sur le potentiel de toutes nos régions et d’accéder à un nouveau palier d’émergence». L’émergence d’un pôle économique compétitif «Le projet industriel du Souss-Massa porte l’ambition de créer 24.000 nouveaux emplois à terme, en partenariat avec les fédérations professionnelles et dont les premiers seront générés par les projets signés aujourd’hui par des investisseurs privés», a souligné M. Elalamy. Pour ce faire, la démarche industrielle conçue pour le Souss-Massa entend conforter les secteurs industriels existants tout en développant de manière proactive et agissante de nouveaux créneaux. Et ce en respect total des normes environnementales et de la vocation touristique de la région. Dans le domaine de la production agro-industrielle, le Souss-Massa sera érigé en plateforme de transformation de produits agricoles destinés tant au niveau national qu’à notre continent africain. Un partenariat renforcé entre les ministères de l’agriculture et de l’industrie a été mis en place au profit des opérateurs, à travers un programme conjoint d’accompagnement impliquant le Fonds de Développement Industriel et le Fonds de Développement Agricole, ainsi que la mise à disposition de l’agropole. L’infrastructure du secteur de la construction navale engagera au niveau national près de 5 milliards de dirhams d’investissement. Une composante Chantier Naval Souss-Massa y est déjà intégrée. Le secteur de la chimie connaîtra quant à lui, un accompagnement spécifique, favorisant le développement des filières de la chimie organique et de la chimie verte. De nouveaux écosystèmes seront développés notamment, dans des secteurs émergents leviers d’accélération industrielle, tels que la sous-traitance automobile, l’offshoring, le cuir, les matériaux de construction et la plasturgie. Cinq leviers complémentaires seront mis en place Pour appuyer cette ambition régionale et en plus de l’accompagnement du secteur bancaire, cinq leviers complémentaires seront mis en place : -Une Zone Franche Industrielle de 300 ha, intégrée dans une zone urbaine. Elle donnera accès à un foncier industriel aux standards internationaux et à des prix compétitifs. Cette zone franche permettra de renforcer l’attractivité de la Région et d’y drainer des activités exportatrices et créatrices d’emplois. -L’implication de l’OFPPT pour la formation des ressources humaines pour accompagner les industriels dans la formation et la qualification de leurs salariés. -La réalisation d’un Technopark et d’une Cité de l’innovation. Ce Technopark sera destiné aux PME et aux Start-up du secteur des TIC et mettra à leur disposition des locaux prêts à l’emploi avec des services d’accompagnement. La Cité de l’innovation permettra de doter la Région d’une infrastructure d’accueil technologique, facilitant l’accompagnement des jeunes porteurs de projets innovants. -500 millions de dirhams seront affectés des Fonds de Développement Industriel et Agricole, aux projets industriels de la Région. -Le secteur privé de la Région Souss-Massa, consacrera 500 millions de dirhams pour investir dans ces projets industriels. Signature de 8 conventions et d’un Protocole Grâce à cette implication nouvelle de toutes les parties prenantes, les projets industriels qui seront développés dans la Région Souss-Massa, pourront être réalisés par les opérateurs avec un apport limité à 20% du montant de ces projets. En effet, 20 autres % seront portés par des Investisseurs Privés de la Région, 20% supplémentaires proviendront de subventions des Fonds de Développement Industriel et de l’Agriculture. Et les 40% restants seront financés, à des conditions avantageuses, par le secteur bancaire. A cette occasion, le roi Mohammed VI a présidé la cérémonie de signature de 8 conventions et d’un Protocole permettant la mise en œuvre de la régionalisation du Plan d’accélération industrielle au niveau de la Région Souss-Massa, et la concrétisation de 11 investissements industriels dans la Région. 1-Convention pour la déclinaison au niveau de la région de Souss-Massa des écosystèmes automobile, cuir, naval, Chimie, Plasturgie, matériaux de construction et offshoring. 2-Convention pour l’accompagnement des besoins en formation des ressources humaines de la stratégie de développement industriel de la région de Souss-Massa à horizon 2020. 3-Convention pour la mise en place d’une Cité de l’Innovation dans la région Souss-Massa. 4-Convention pour l’aménagement, le développement, la promotion, la commercialisation et la gestion de la zone franche Souss-Massa. 5-Convention pour la déclinaison de la stratégie de développement des industries agroalimentaires au niveau de la région de Souss-Massa. 6-Convention pour le financement du Programme de développement des Industries Agroalimentaires. 7-Convention pour la mise en place d’un Technopark dans la Région Souss Massa. 8-Convention pour l’accompagnement à la mise en place d’un Fonds Privé pour le développement de l’investissement dans la Région Souss-Massa. 9-Protocole pour la réalisation de 11 investissements industriels dans les secteurs des matériaux de construction, de la Plasturgie, des industries papier et carton et de l’Offshoring"
Le fondateur d'IKEA est mort,2018-01-28,Ingvar Kamprad har i stillhet somnat in i sitt hem i Småland. Han föddes 1926 i Småland och redan som 17-åring grundade han IKEA. Ingvar kommer att vara mycket saknad och varmt ihågkommen av sin familj och av IKEA-medarbetare över hela världen. pic.twitter.com/RWTGtukeyI
TVA: signature de plusieurs conventions cadres pour le remboursement des arriérés,2018-01-26,"Plusieurs conventions-cadres portants sur la régularisation des arriérés de la taxe sur la valeur ajoutée (TVA) ont été signées, le 24 janvier à Rabat, entre le ministère de l’Économie et des Finances et les banques de la place. Les conventions ont été signées en présence de Mohamed Boussaid, ministre l’Economie et des Finances, Omar Faraj, DG de la DGI, Miriem Bensalah-Chaqroun, présidente de la CGEM, Othman Benjelloun, président de BMCE Bank of Africa, Mohamed El Kettani, PDG de Attijariwafa bank, Ahmed Rahhou, PDG de CIH ainsi que les Directeurs généraux du Groupe BCP, du Groupe CAM, BMCI, SG Maroc, CDM, Arab Bank, etc. L’objectif de ces conventions est de permettre de régulariser le paiement des arriérés de la TVA à hauteur de 10 milliards de dirhams au profit des entreprises du secteur privé. Cette opération vise ainsi à faciliter les opérations de paiement de la TVA selon les délais prévus par la réglementation en vigueur. À cette occasion, Boussaid a expliqué le déroulement de l’opération «les entreprises du secteur privé disposent de la possibilité de demander à la Direction générale des impôts (DGI) une reconnaissance de dette qu’elles peuvent présenter à leurs banques. Les banques peuvent ainsi octroyer auxdites entreprises les montants dont elles ont besoin et se faire rembourser par la DGI dans un délai de 5 ans. Cette opération de recouvrement des créances permettra aux entreprises d’obtenir les financements dont elles ont besoin, contre un taux de sortie fixé à 3,5 % par an (supporté par lesdites entreprises)». Ces conventions visent ainsi à créer un équilibre financier du marché, en faveur des entreprises du secteur privé, de l’état ainsi que des banques."
